kind_of_part,part_serial_number,manufacturer,location,batch_number,barcode,version,name_label,production_date,comment_description,DU_F_or_B,Disk_per_vessel,Disk_side_from_IP,FT_Length_mm,FT_length_category,Layer,Module,Outdated_ModPos_AS,Outdated_ModPos_DL_Proposal1,Outdated_ModPos_DL_Proposal2,Outdated_Mod_DL_Proposal3,Outdated_Mod_in_Row_in_DU_DL,Outdated_Row_in_DU_DL,Outdated_Vx:Lx:Qx:Rx:Mx,PEB_type,Quadrant,Row,SU_Module,SU_Row,SU_type,Used_for_NTC_Interlock,Vessel
"Slot","V1:L0:Q0:R20:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","440.7","32","0","12","nan","nan","nan","nan","nan","nan","nan","1B","0","20","3","2","FM11","nan","1"
"Slot","V1:L0:Q0:R20:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","475.8","29","0","13","nan","nan","nan","nan","nan","nan","nan","1B","0","20","4","2","FM11","nan","1"
"Slot","V1:L0:Q0:R20:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","507.9","26","0","14","nan","nan","nan","nan","nan","nan","nan","1B","0","20","5","2","FM11","nan","1"
"Slot","V1:L0:Q0:R20:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","540.1","22","0","15","nan","nan","nan","nan","nan","nan","nan","1B","0","20","1","2","FI12","nan","1"
"Slot","V1:L0:Q0:R20:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","572.2","16","0","16","nan","nan","nan","nan","nan","nan","nan","1B","0","20","2","2","FI12","nan","1"
"Slot","V1:L0:Q0:R20:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","604.3","10","0","17","nan","nan","nan","nan","nan","nan","nan","1B","0","20","3","2","FI12","nan","1"
"Slot","V1:L0:Q0:R20:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","636.5","5","0","18","nan","nan","nan","nan","nan","nan","nan","1B","0","20","4","2","FI12","nan","1"
"Slot","V1:L0:Q0:R20:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","71.8","60","0","2","nan","nan","nan","nan","nan","nan","nan","1B","0","20","2","2","FO12","nan","1"
"Slot","V1:L0:Q0:R20:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","3","nan","nan","nan","nan","nan","nan","nan","1B","0","20","3","2","FO12","nan","1"
"Slot","V1:L0:Q0:R20:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","4","nan","nan","nan","nan","nan","nan","nan","1B","0","20","4","2","FO12","nan","1"
"Slot","V1:L0:Q0:R20:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","5","nan","nan","nan","nan","nan","nan","nan","1B","0","20","5","2","FO12","nan","1"
"Slot","V1:L0:Q0:R20:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","230.5","52","0","6","nan","nan","nan","nan","nan","nan","nan","1B","0","20","1","2","FM12","nan","1"
"Slot","V1:L0:Q0:R20:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","265.5","49","0","7","nan","nan","nan","nan","nan","nan","nan","1B","0","20","2","2","FM12","nan","1"
"Slot","V1:L0:Q0:R20:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","300.5","45","0","8","nan","nan","nan","nan","nan","nan","nan","1B","0","20","3","2","FM12","nan","1"
"Slot","V1:L0:Q0:R20:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","335.6","41","0","9","nan","nan","nan","nan","nan","nan","nan","1B","0","20","4","2","FM12","nan","1"
"Slot","V1:L0:Q0:R21:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","30.7","62","0","1","nan","nan","nan","nan","nan","nan","nan","1B","0","21","1","3","FO12","nan","1"
"Slot","V1:L0:Q0:R21:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","376.7","37","0","10","nan","nan","nan","nan","nan","nan","nan","1B","0","21","5","3","FM12","nan","1"
"Slot","V1:L0:Q0:R21:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","411.8","34","0","11","nan","nan","nan","nan","nan","nan","nan","1B","0","21","1","3","FM11","nan","1"
"Slot","V1:L0:Q0:R21:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","446.8","31","0","12","nan","nan","nan","nan","nan","nan","nan","1B","0","21","2","3","FM11","nan","1"
"Slot","V1:L0:Q0:R21:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","481.9","28","0","13","nan","nan","nan","nan","nan","nan","nan","1B","0","21","3","3","FM11","nan","1"
"Slot","V1:L0:Q0:R21:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","516.9","24","0","14","nan","nan","nan","nan","nan","nan","nan","1B","0","21","4","3","FM11","nan","1"
"Slot","V1:L0:Q0:R21:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","549.1","19","0","15","nan","nan","nan","nan","nan","nan","nan","1B","0","21","1","3","FI12","nan","1"
"Slot","V1:L0:Q0:R21:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","581.2","13","0","16","nan","nan","nan","nan","nan","nan","nan","1B","0","21","2","3","FI12","nan","1"
"Slot","V1:L0:Q0:R21:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","613.3","8","0","17","nan","nan","nan","nan","nan","nan","nan","1B","0","21","3","3","FI12","nan","1"
"Slot","V1:L0:Q0:R21:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","645.5","3","0","18","nan","nan","nan","nan","nan","nan","nan","1B","0","21","4","3","FI12","nan","1"
"Slot","V1:L0:Q0:R21:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","71.8","60","0","2","nan","nan","nan","nan","nan","nan","nan","1B","0","21","2","3","FO12","nan","1"
"Slot","V1:L0:Q0:R21:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","3","nan","nan","nan","nan","nan","nan","nan","1B","0","21","3","3","FO12","nan","1"
"Slot","V1:L0:Q0:R21:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","4","nan","nan","nan","nan","nan","nan","nan","1B","0","21","4","3","FO12","nan","1"
"Slot","V1:L0:Q0:R21:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","5","nan","nan","nan","nan","nan","nan","nan","1B","0","21","5","3","FO12","nan","1"
"Slot","V1:L0:Q0:R21:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","236.6","51","0","6","nan","nan","nan","nan","nan","nan","nan","1B","0","21","1","3","FM12","nan","1"
"Slot","V1:L0:Q0:R21:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","271.6","48","0","7","nan","nan","nan","nan","nan","nan","nan","1B","0","21","2","3","FM12","nan","1"
"Slot","V1:L0:Q0:R21:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","306.6","44","0","8","nan","nan","nan","nan","nan","nan","nan","1B","0","21","3","3","FM12","nan","1"
"Slot","V1:L0:Q0:R21:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","341.7","40","0","9","nan","nan","nan","nan","nan","nan","nan","1B","0","21","4","3","FM12","nan","1"
"Slot","V1:L0:Q0:R2:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","30.7","62","0","1","nan","nan","nan","nan","nan","nan","nan","1F","0","2","1","2","FO01","nan","1"
"Slot","V1:L0:Q0:R2:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","376.7","37","0","10","nan","nan","nan","nan","nan","nan","nan","1F","0","2","1","2","FM01","nan","1"
"Slot","V1:L0:Q0:R2:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","411.8","34","0","11","nan","nan","nan","nan","nan","nan","nan","1F","0","2","2","2","FM01","nan","1"
"Slot","V1:L0:Q0:R2:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","446.8","31","0","12","nan","nan","nan","nan","nan","nan","nan","1F","0","2","3","2","FM01","nan","1"
"Slot","V1:L0:Q0:R2:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","481.9","28","0","13","nan","nan","nan","nan","nan","nan","nan","1F","0","2","4","2","FM01","nan","1"
"Slot","V1:L0:Q0:R2:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","516.9","24","0","14","nan","nan","nan","nan","nan","nan","nan","1F","0","2","5","2","FM01","nan","1"
"Slot","V1:L0:Q0:R2:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","549.1","19","0","15","nan","nan","nan","nan","nan","nan","nan","1F","0","2","1","2","FI01","nan","1"
"Slot","V1:L0:Q0:R2:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","581.2","13","0","16","nan","nan","nan","nan","nan","nan","nan","1F","0","2","2","2","FI01","nan","1"
"Slot","V1:L0:Q0:R2:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","613.3","8","0","17","nan","nan","nan","nan","nan","nan","nan","1F","0","2","3","2","FI01","nan","1"
"Slot","V1:L0:Q0:R2:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","645.5","3","0","18","nan","nan","nan","nan","nan","nan","nan","1F","0","2","4","2","FI01","nan","1"
"Slot","V1:L0:Q0:R2:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","71.8","60","0","2","nan","nan","nan","nan","nan","nan","nan","1F","0","2","2","2","FO01","nan","1"
"Slot","V1:L0:Q0:R2:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","3","nan","nan","nan","nan","nan","nan","nan","1F","0","2","3","2","FO01","nan","1"
"Slot","V1:L0:Q0:R2:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","4","nan","nan","nan","nan","nan","nan","nan","1F","0","2","4","2","FO01","nan","1"
"Slot","V1:L0:Q0:R2:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","5","nan","nan","nan","nan","nan","nan","nan","1F","0","2","5","2","FO01","nan","1"
"Slot","V1:L0:Q0:R2:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","236.6","51","0","6","nan","nan","nan","nan","nan","nan","nan","1F","0","2","1","2","FM02","nan","1"
"Slot","V1:L0:Q0:R2:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","271.6","48","0","7","nan","nan","nan","nan","nan","nan","nan","1F","0","2","2","2","FM02","nan","1"
"Slot","V1:L0:Q0:R2:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","306.6","44","0","8","nan","nan","nan","nan","nan","nan","nan","1F","0","2","3","2","FM02","nan","1"
"Slot","V1:L0:Q0:R2:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","341.7","40","0","9","nan","nan","nan","nan","nan","nan","nan","1F","0","2","4","2","FM02","nan","1"
"Slot","V1:L0:Q0:R3:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","30.7","62","0","1","nan","nan","nan","nan","nan","nan","nan","1F","0","3","1","3","FO01","nan","1"
"Slot","V1:L0:Q0:R3:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","370.6","38","0","10","nan","nan","nan","nan","nan","nan","nan","1F","0","3","1","3","FM01","nan","1"
"Slot","V1:L0:Q0:R3:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","405.7","35","0","11","nan","nan","nan","nan","nan","nan","nan","1F","0","3","2","3","FM01","nan","1"
"Slot","V1:L0:Q0:R3:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","440.7","32","0","12","nan","nan","nan","nan","nan","nan","nan","1F","0","3","3","3","FM01","nan","1"
"Slot","V1:L0:Q0:R3:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","475.8","29","0","13","nan","nan","nan","nan","nan","nan","nan","1F","0","3","4","3","FM01","nan","1"
"Slot","V1:L0:Q0:R3:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","510.8","25","0","14","nan","nan","nan","nan","nan","nan","nan","1F","0","3","5","3","FM01","nan","1"
"Slot","V1:L0:Q0:R3:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","543.0","21","0","15","nan","nan","nan","nan","nan","nan","nan","1F","0","3","1","3","FI01","nan","1"
"Slot","V1:L0:Q0:R3:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","575.1","15","0","16","nan","nan","nan","nan","nan","nan","nan","1F","0","3","2","3","FI01","nan","1"
"Slot","V1:L0:Q0:R3:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","607.2","9","0","17","nan","nan","nan","nan","nan","nan","nan","1F","0","3","3","3","FI01","nan","1"
"Slot","V1:L0:Q0:R3:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","639.4","4","0","18","nan","nan","nan","nan","nan","nan","nan","1F","0","3","4","3","FI01","nan","1"
"Slot","V1:L0:Q0:R3:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","71.8","60","0","2","nan","nan","nan","nan","nan","nan","nan","1F","0","3","2","3","FO01","nan","1"
"Slot","V1:L0:Q0:R3:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","3","nan","nan","nan","nan","nan","nan","nan","1F","0","3","3","3","FO01","nan","1"
"Slot","V1:L0:Q0:R3:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","4","nan","nan","nan","nan","nan","nan","nan","1F","0","3","4","3","FO01","nan","1"
"Slot","V1:L0:Q0:R3:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","5","nan","nan","nan","nan","nan","nan","nan","1F","0","3","5","3","FO01","nan","1"
"Slot","V1:L0:Q0:R3:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","230.5","52","0","6","nan","nan","nan","nan","nan","nan","nan","1F","0","3","1","3","FM02","nan","1"
"Slot","V1:L0:Q0:R3:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","265.5","49","0","7","nan","nan","nan","nan","nan","nan","nan","1F","0","3","2","3","FM02","nan","1"
"Slot","V1:L0:Q0:R3:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","300.5","45","0","8","nan","nan","nan","nan","nan","nan","nan","1F","0","3","3","3","FM02","nan","1"
"Slot","V1:L0:Q0:R3:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","335.6","41","0","9","nan","nan","nan","nan","nan","nan","nan","1F","0","3","4","3","FM02","nan","1"
"Slot","V1:L0:Q0:R4:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","30.7","62","0","1","nan","nan","nan","nan","nan","nan","nan","2F","0","4","1","1","FO02","nan","1"
"Slot","V1:L0:Q0:R4:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","376.7","37","0","10","nan","nan","nan","nan","nan","nan","nan","2F","0","4","4","1","FM04","nan","1"
"Slot","V1:L0:Q0:R4:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","411.8","34","0","11","nan","nan","nan","nan","nan","nan","nan","2F","0","4","1","1","FM03","nan","1"
"Slot","V1:L0:Q0:R4:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","446.8","31","0","12","nan","nan","nan","nan","nan","nan","nan","2F","0","4","2","1","FM03","nan","1"
"Slot","V1:L0:Q0:R4:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","481.9","28","0","13","nan","nan","nan","nan","nan","nan","nan","2F","0","4","3","1","FM03","nan","1"
"Slot","V1:L0:Q0:R4:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","516.9","24","0","14","nan","nan","nan","nan","nan","nan","nan","2F","0","4","4","1","FM03","nan","1"
"Slot","V1:L0:Q0:R4:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","552.0","18","0","15","nan","nan","nan","nan","nan","nan","nan","2F","0","4","5","1","FM03","nan","1"
"Slot","V1:L0:Q0:R4:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","584.1","12","0","16","nan","nan","nan","nan","nan","nan","nan","2F","0","4","1","1","FI10","nan","1"
"Slot","V1:L0:Q0:R4:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","71.8","60","0","2","nan","nan","nan","nan","nan","nan","nan","2F","0","4","2","1","FO02","nan","1"
"Slot","V1:L0:Q0:R4:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","3","nan","nan","nan","nan","nan","nan","nan","2F","0","4","3","1","FO02","nan","1"
"Slot","V1:L0:Q0:R4:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","4","nan","nan","nan","nan","nan","nan","nan","2F","0","4","4","1","FO02","nan","1"
"Slot","V1:L0:Q0:R4:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","5","nan","nan","nan","nan","nan","nan","nan","2F","0","4","5","1","FO02","nan","1"
"Slot","V1:L0:Q0:R4:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","236.6","51","0","6","nan","nan","nan","nan","nan","nan","nan","2F","0","4","6","1","FO02","nan","1"
"Slot","V1:L0:Q0:R4:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","271.6","48","0","7","nan","nan","nan","nan","nan","nan","nan","2F","0","4","1","1","FM04","nan","1"
"Slot","V1:L0:Q0:R4:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","306.6","44","0","8","nan","nan","nan","nan","nan","nan","nan","2F","0","4","2","1","FM04","nan","1"
"Slot","V1:L0:Q0:R4:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","341.7","40","0","9","nan","nan","nan","nan","nan","nan","nan","2F","0","4","3","1","FM04","nan","1"
