kind_of_part,part_serial_number,manufacturer,location,batch_number,barcode,version,name_label,production_date,comment_description,DU_F_or_B,Disk_per_vessel,Disk_side_from_IP,FT_Length_mm,FT_length_category,Layer,Module,Outdated_ModPos_AS,Outdated_ModPos_DL_Proposal1,Outdated_ModPos_DL_Proposal2,Outdated_Mod_DL_Proposal3,Outdated_Mod_in_Row_in_DU_DL,Outdated_Row_in_DU_DL,Outdated_Vx:Lx:Qx:Rx:Mx,PEB_type,Quadrant,Row,SU_Module,SU_Row,SU_type,Used_for_NTC_Interlock,Vessel
"Slot","V1:L0:Q0:R10:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","71.8","60","0","1","nan","nan","nan","nan","nan","nan","nan","3F","0","10","1","3","FO04","nan","1"
"Slot","V1:L0:Q0:R10:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","2","nan","nan","nan","nan","nan","nan","nan","3F","0","10","2","3","FO04","nan","1"
"Slot","V1:L0:Q0:R10:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","3","nan","nan","nan","nan","nan","nan","nan","3F","0","10","3","3","FO04","nan","1"
"Slot","V1:L0:Q0:R10:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","4","nan","nan","nan","nan","nan","nan","nan","3F","0","10","1","3","FO05","nan","1"
"Slot","V1:L0:Q0:R10:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","236.6","51","0","5","nan","nan","nan","nan","nan","nan","nan","3F","0","10","2","3","FO05","nan","1"
"Slot","V1:L0:Q0:R10:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","277.7","47","0","6","nan","nan","nan","nan","nan","nan","nan","3F","0","10","3","3","FO05","nan","1"
"Slot","V1:L0:Q0:R10:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","312.8","43","0","7","nan","nan","nan","nan","nan","nan","nan","3F","0","10","4","3","FO05","nan","1"
"Slot","V1:L0:Q0:R11:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","1","nan","nan","nan","nan","nan","nan","nan","3F","0","11","1","1","FO06","nan","1"
"Slot","V1:L0:Q0:R11:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","2","nan","nan","nan","nan","nan","nan","nan","3F","0","11","2","1","FO06","nan","1"
"Slot","V1:L0:Q0:R11:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","3","nan","nan","nan","nan","nan","nan","nan","3F","0","11","3","1","FO06","nan","1"
"Slot","V1:L0:Q0:R11:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","236.6","51","0","4","nan","nan","nan","nan","nan","nan","nan","3F","0","11","4","1","FO06","nan","1"
"Slot","V1:L0:Q0:R11:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","271.6","48","0","5","nan","nan","nan","nan","nan","nan","nan","3F","0","11","5","1","FO06","nan","1"
"Slot","V1:L0:Q0:R11:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","306.6","44","0","6","nan","nan","nan","nan","nan","nan","nan","3F","0","11","6","1","FO06","nan","1"
"Slot","V1:L0:Q0:R12:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","1","nan","nan","nan","nan","nan","nan","nan","3F","0","12","1","2","FO06","nan","1"
"Slot","V1:L0:Q0:R12:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","2","nan","nan","nan","nan","nan","nan","nan","3F","0","12","2","2","FO06","nan","1"
"Slot","V1:L0:Q0:R12:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","3","nan","nan","nan","nan","nan","nan","nan","3F","0","12","3","2","FO06","nan","1"
"Slot","V1:L0:Q0:R12:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","236.6","51","0","4","nan","nan","nan","nan","nan","nan","nan","3F","0","12","4","2","FO06","nan","1"
"Slot","V1:L0:Q0:R12:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","271.6","48","0","5","nan","nan","nan","nan","nan","nan","nan","3F","0","12","5","2","FO06","nan","1"
"Slot","V1:L0:Q0:R13:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","1","nan","nan","nan","nan","nan","nan","nan","3F","0","13","1","1","FO07","nan","1"
"Slot","V1:L0:Q0:R13:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","236.6","51","0","2","nan","nan","nan","nan","nan","nan","nan","3F","0","13","2","1","FO07","nan","1"
"Slot","V1:L0:Q0:R13:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","271.6","48","0","3","nan","nan","nan","nan","nan","nan","nan","3F","0","13","3","1","FO07","nan","1"
"Slot","V1:L0:Q0:R13:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","306.6","44","0","4","nan","nan","nan","nan","nan","nan","nan","3F","0","13","4","1","FO07","nan","1"
"Slot","V1:L0:Q0:R14:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","306.6","44","0","1","nan","nan","nan","nan","nan","nan","nan","3F","0","14","1","2","FO07","nan","1"
"Slot","V1:L0:Q0:R15:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","44.2","61","0","1","nan","nan","nan","nan","nan","nan","nan","2B","0","15","1","1","FO08","nan","1"
"Slot","V1:L0:Q0:R15:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","390.3","36","0","10","nan","nan","nan","nan","nan","nan","nan","2B","0","15","5","1","FM08","nan","1"
"Slot","V1:L0:Q0:R15:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","85.4","59","0","2","nan","nan","nan","nan","nan","nan","nan","2B","0","15","2","1","FO08","nan","1"
"Slot","V1:L0:Q0:R15:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","126.6","57","0","3","nan","nan","nan","nan","nan","nan","nan","2B","0","15","3","1","FO08","nan","1"
"Slot","V1:L0:Q0:R15:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","167.8","55","0","4","nan","nan","nan","nan","nan","nan","nan","2B","0","15","4","1","FO08","nan","1"
"Slot","V1:L0:Q0:R15:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","208.9","53","0","5","nan","nan","nan","nan","nan","nan","nan","2B","0","15","5","1","FO08","nan","1"
"Slot","V1:L0:Q0:R15:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","250.1","50","0","6","nan","nan","nan","nan","nan","nan","nan","2B","0","15","1","1","FM08","nan","1"
"Slot","V1:L0:Q0:R15:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","285.1","46","0","7","nan","nan","nan","nan","nan","nan","nan","2B","0","15","2","1","FM08","nan","1"
"Slot","V1:L0:Q0:R15:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","320.2","42","0","8","nan","nan","nan","nan","nan","nan","nan","2B","0","15","3","1","FM08","nan","1"
"Slot","V1:L0:Q0:R15:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","355.2","39","0","9","nan","nan","nan","nan","nan","nan","nan","2B","0","15","4","1","FM08","nan","1"
"Slot","V1:L0:Q0:R16:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","44.2","61","0","1","nan","nan","nan","nan","nan","nan","nan","2B","0","16","1","2","FO08","nan","1"
"Slot","V1:L0:Q0:R16:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","390.3","36","0","10","nan","nan","nan","nan","nan","nan","nan","2B","0","16","5","2","FM08","nan","1"
"Slot","V1:L0:Q0:R16:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","425.3","33","0","11","nan","nan","nan","nan","nan","nan","nan","2B","0","16","6","2","FM08","nan","1"
"Slot","V1:L0:Q0:R16:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","460.4","30","0","12","nan","nan","nan","nan","nan","nan","nan","2B","0","16","7","2","FM08","nan","1"
"Slot","V1:L0:Q0:R16:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","85.4","59","0","2","nan","nan","nan","nan","nan","nan","nan","2B","0","16","2","2","FO08","nan","1"
"Slot","V1:L0:Q0:R16:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","126.6","57","0","3","nan","nan","nan","nan","nan","nan","nan","2B","0","16","3","2","FO08","nan","1"
"Slot","V1:L0:Q0:R16:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","167.8","55","0","4","nan","nan","nan","nan","nan","nan","nan","2B","0","16","4","2","FO08","nan","1"
"Slot","V1:L0:Q0:R16:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","208.9","53","0","5","nan","nan","nan","nan","nan","nan","nan","2B","0","16","5","2","FO08","nan","1"
"Slot","V1:L0:Q0:R16:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","250.1","50","0","6","nan","nan","nan","nan","nan","nan","nan","2B","0","16","1","2","FM08","nan","1"
"Slot","V1:L0:Q0:R16:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","285.1","46","0","7","nan","nan","nan","nan","nan","nan","nan","2B","0","16","2","2","FM08","nan","1"
"Slot","V1:L0:Q0:R16:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","320.2","42","0","8","nan","nan","nan","nan","nan","nan","nan","2B","0","16","3","2","FM08","nan","1"
"Slot","V1:L0:Q0:R16:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","355.2","39","0","9","nan","nan","nan","nan","nan","nan","nan","2B","0","16","4","2","FM08","nan","1"
"Slot","V1:L0:Q0:R17:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","44.2","61","0","1","nan","nan","nan","nan","nan","nan","nan","2B","0","17","1","1","FO10","nan","1"
"Slot","V1:L0:Q0:R17:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","390.3","36","0","10","nan","nan","nan","nan","nan","nan","nan","2B","0","17","5","1","FM10","nan","1"
"Slot","V1:L0:Q0:R17:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","425.3","33","0","11","nan","nan","nan","nan","nan","nan","nan","2B","0","17","1","1","FM09","nan","1"
"Slot","V1:L0:Q0:R17:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","460.4","30","0","12","nan","nan","nan","nan","nan","nan","nan","2B","0","17","2","1","FM09","nan","1"
"Slot","V1:L0:Q0:R17:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","495.4","27","0","13","nan","nan","nan","nan","nan","nan","nan","2B","0","17","3","1","FM09","nan","1"
"Slot","V1:L0:Q0:R17:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","530.4","23","0","14","nan","nan","nan","nan","nan","nan","nan","2B","0","17","4","1","FM09","nan","1"
"Slot","V1:L0:Q0:R17:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","85.4","59","0","2","nan","nan","nan","nan","nan","nan","nan","2B","0","17","2","1","FO10","nan","1"
"Slot","V1:L0:Q0:R17:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","126.6","57","0","3","nan","nan","nan","nan","nan","nan","nan","2B","0","17","3","1","FO10","nan","1"
"Slot","V1:L0:Q0:R17:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","167.8","55","0","4","nan","nan","nan","nan","nan","nan","nan","2B","0","17","4","1","FO10","nan","1"
"Slot","V1:L0:Q0:R17:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","208.9","53","0","5","nan","nan","nan","nan","nan","nan","nan","2B","0","17","5","1","FO10","nan","1"
"Slot","V1:L0:Q0:R17:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","250.1","50","0","6","nan","nan","nan","nan","nan","nan","nan","2B","0","17","1","1","FM10","nan","1"
"Slot","V1:L0:Q0:R17:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","285.1","46","0","7","nan","nan","nan","nan","nan","nan","nan","2B","0","17","2","1","FM10","nan","1"
"Slot","V1:L0:Q0:R17:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","320.2","42","0","8","nan","nan","nan","nan","nan","nan","nan","2B","0","17","3","1","FM10","nan","1"
"Slot","V1:L0:Q0:R17:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","355.2","39","0","9","nan","nan","nan","nan","nan","nan","nan","2B","0","17","4","1","FM10","nan","1"
"Slot","V1:L0:Q0:R18:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","44.2","61","0","1","nan","nan","nan","nan","nan","nan","nan","2B","0","18","1","2","FO10","nan","1"
"Slot","V1:L0:Q0:R18:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","390.3","36","0","10","nan","nan","nan","nan","nan","nan","nan","2B","0","18","5","2","FM10","nan","1"
"Slot","V1:L0:Q0:R18:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","425.3","33","0","11","nan","nan","nan","nan","nan","nan","nan","2B","0","18","1","2","FM09","nan","1"
"Slot","V1:L0:Q0:R18:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","460.4","30","0","12","nan","nan","nan","nan","nan","nan","nan","2B","0","18","2","2","FM09","nan","1"
"Slot","V1:L0:Q0:R18:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","495.4","27","0","13","nan","nan","nan","nan","nan","nan","nan","2B","0","18","3","2","FM09","nan","1"
"Slot","V1:L0:Q0:R18:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","530.4","23","0","14","nan","nan","nan","nan","nan","nan","nan","2B","0","18","4","2","FM09","nan","1"
"Slot","V1:L0:Q0:R18:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","565.5","17","0","15","nan","nan","nan","nan","nan","nan","nan","2B","0","18","1","2","FI10","nan","1"
"Slot","V1:L0:Q0:R18:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","600.5","11","0","16","nan","nan","nan","nan","nan","nan","nan","2B","0","18","2","2","FI10","nan","1"
"Slot","V1:L0:Q0:R18:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","85.4","59","0","2","nan","nan","nan","nan","nan","nan","nan","2B","0","18","2","2","FO10","nan","1"
"Slot","V1:L0:Q0:R18:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","126.6","57","0","3","nan","nan","nan","nan","nan","nan","nan","2B","0","18","3","2","FO10","nan","1"
"Slot","V1:L0:Q0:R18:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","167.8","55","0","4","nan","nan","nan","nan","nan","nan","nan","2B","0","18","4","2","FO10","nan","1"
"Slot","V1:L0:Q0:R18:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","208.9","53","0","5","nan","nan","nan","nan","nan","nan","nan","2B","0","18","5","2","FO10","nan","1"
"Slot","V1:L0:Q0:R18:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","250.1","50","0","6","nan","nan","nan","nan","nan","nan","nan","2B","0","18","1","2","FM10","nan","1"
"Slot","V1:L0:Q0:R18:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","285.1","46","0","7","nan","nan","nan","nan","nan","nan","nan","2B","0","18","2","2","FM10","nan","1"
"Slot","V1:L0:Q0:R18:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","320.2","42","0","8","nan","nan","nan","nan","nan","nan","nan","2B","0","18","3","2","FM10","nan","1"
"Slot","V1:L0:Q0:R18:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","355.2","39","0","9","nan","nan","nan","nan","nan","nan","nan","2B","0","18","4","2","FM10","nan","1"
"Slot","V1:L0:Q0:R19:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","30.7","62","0","1","nan","nan","nan","nan","nan","nan","nan","1B","0","19","1","1","FO12","nan","1"
"Slot","V1:L0:Q0:R19:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","370.6","38","0","10","nan","nan","nan","nan","nan","nan","nan","1B","0","19","1","1","FM11","nan","1"
"Slot","V1:L0:Q0:R19:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","405.7","35","0","11","nan","nan","nan","nan","nan","nan","nan","1B","0","19","2","1","FM11","nan","1"
"Slot","V1:L0:Q0:R19:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","440.7","32","0","12","nan","nan","nan","nan","nan","nan","nan","1B","0","19","3","1","FM11","nan","1"
"Slot","V1:L0:Q0:R19:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","475.8","29","0","13","nan","nan","nan","nan","nan","nan","nan","1B","0","19","4","1","FM11","nan","1"
"Slot","V1:L0:Q0:R19:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","510.8","25","0","14","nan","nan","nan","nan","nan","nan","nan","1B","0","19","5","1","FM11","nan","1"
"Slot","V1:L0:Q0:R19:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","545.4","20","0","15","nan","nan","nan","nan","nan","nan","nan","1B","0","19","1","1","FI12","nan","1"
"Slot","V1:L0:Q0:R19:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","579.9","14","0","16","nan","nan","nan","nan","nan","nan","nan","1B","0","19","2","1","FI12","nan","1"
"Slot","V1:L0:Q0:R19:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","614.5","7","0","17","nan","nan","nan","nan","nan","nan","nan","1B","0","19","3","1","FI12","nan","1"
"Slot","V1:L0:Q0:R19:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","649.0","2","0","18","nan","nan","nan","nan","nan","nan","nan","1B","0","19","4","1","FI12","nan","1"
"Slot","V1:L0:Q0:R19:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","71.8","60","0","2","nan","nan","nan","nan","nan","nan","nan","1B","0","19","2","1","FO12","nan","1"
"Slot","V1:L0:Q0:R19:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","3","nan","nan","nan","nan","nan","nan","nan","1B","0","19","3","1","FO12","nan","1"
"Slot","V1:L0:Q0:R19:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","4","nan","nan","nan","nan","nan","nan","nan","1B","0","19","4","1","FO12","nan","1"
"Slot","V1:L0:Q0:R19:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","5","nan","nan","nan","nan","nan","nan","nan","1B","0","19","5","1","FO12","nan","1"
"Slot","V1:L0:Q0:R19:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","230.5","52","0","6","nan","nan","nan","nan","nan","nan","nan","1B","0","19","1","1","FM12","nan","1"
"Slot","V1:L0:Q0:R19:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","265.5","49","0","7","nan","nan","nan","nan","nan","nan","nan","1B","0","19","2","1","FM12","nan","1"
"Slot","V1:L0:Q0:R19:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","300.5","45","0","8","nan","nan","nan","nan","nan","nan","nan","1B","0","19","3","1","FM12","nan","1"
"Slot","V1:L0:Q0:R19:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","335.6","41","0","9","nan","nan","nan","nan","nan","nan","nan","1B","0","19","4","1","FM12","nan","1"
"Slot","V1:L0:Q0:R1:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","30.7","62","0","1","nan","nan","nan","nan","nan","nan","nan","1F","0","1","1","1","FO01","nan","1"
"Slot","V1:L0:Q0:R1:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","370.6","38","0","10","nan","nan","nan","nan","nan","nan","nan","1F","0","1","1","1","FM01","nan","1"
"Slot","V1:L0:Q0:R1:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","405.7","35","0","11","nan","nan","nan","nan","nan","nan","nan","1F","0","1","2","1","FM01","nan","1"
"Slot","V1:L0:Q0:R1:M12","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","440.7","32","0","12","nan","nan","nan","nan","nan","nan","nan","1F","0","1","3","1","FM01","nan","1"
"Slot","V1:L0:Q0:R1:M13","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","475.8","29","0","13","nan","nan","nan","nan","nan","nan","nan","1F","0","1","4","1","FM01","nan","1"
"Slot","V1:L0:Q0:R1:M14","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","507.9","26","0","14","nan","nan","nan","nan","nan","nan","nan","1F","0","1","5","1","FM01","nan","1"
"Slot","V1:L0:Q0:R1:M15","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","540.1","22","0","15","nan","nan","nan","nan","nan","nan","nan","1F","0","1","1","1","FI01","nan","1"
"Slot","V1:L0:Q0:R1:M16","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","572.2","16","0","16","nan","nan","nan","nan","nan","nan","nan","1F","0","1","2","1","FI01","nan","1"
"Slot","V1:L0:Q0:R1:M17","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","604.3","10","0","17","nan","nan","nan","nan","nan","nan","nan","1F","0","1","3","1","FI01","nan","1"
"Slot","V1:L0:Q0:R1:M18","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","636.5","5","0","18","nan","nan","nan","nan","nan","nan","nan","1F","0","1","4","1","FI01","nan","1"
"Slot","V1:L0:Q0:R1:M2","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","71.8","60","0","2","nan","nan","nan","nan","nan","nan","nan","1F","0","1","2","1","FO01","nan","1"
"Slot","V1:L0:Q0:R1:M3","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","113.1","58","0","3","nan","nan","nan","nan","nan","nan","nan","1F","0","1","3","1","FO01","nan","1"
"Slot","V1:L0:Q0:R1:M4","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","154.3","56","0","4","nan","nan","nan","nan","nan","nan","nan","1F","0","1","4","1","FO01","nan","1"
"Slot","V1:L0:Q0:R1:M5","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","195.4","54","0","5","nan","nan","nan","nan","nan","nan","nan","1F","0","1","5","1","FO01","nan","1"
"Slot","V1:L0:Q0:R1:M6","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","230.5","52","0","6","nan","nan","nan","nan","nan","nan","nan","1F","0","1","1","1","FM02","nan","1"
"Slot","V1:L0:Q0:R1:M7","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","265.5","49","0","7","nan","nan","nan","nan","nan","nan","nan","1F","0","1","2","1","FM02","nan","1"
"Slot","V1:L0:Q0:R1:M8","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","300.5","45","0","8","nan","nan","nan","nan","nan","nan","nan","1F","0","1","3","1","FM02","nan","1"
"Slot","V1:L0:Q0:R1:M9","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","335.6","41","0","9","nan","nan","nan","nan","nan","nan","nan","1F","0","1","4","1","FM02","nan","1"
"Slot","V1:L0:Q0:R20:M1","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","30.7","62","0","1","nan","nan","nan","nan","nan","nan","nan","1B","0","20","1","2","FO12","nan","1"
"Slot","V1:L0:Q0:R20:M10","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","370.6","38","0","10","nan","nan","nan","nan","nan","nan","nan","1B","0","20","1","2","FM11","nan","1"
"Slot","V1:L0:Q0:R20:M11","ProdDB-Virtual Manufacturer","CERN-ATLAS (somewhere)","","","","","null","","F","Front","front","405.7","35","0","11","nan","nan","nan","nan","nan","nan","nan","1B","0","20","2","2","FM11","nan","1"
